w,l,nf,flavor,vd,mean_rel_error,vth_error,vth,ion,ioff,peak_gm
1e-07,3e-08,1,1,0.8,0.7678397116876513,0.0343054047137773,0.3002357820740006,6.885973e-05,1.2993000000000066e-07,
1e-07,4e-08,1,1,0.8,0.7678397116876513,0.0343054047137773,0.3002357820740006,6.885973e-05,1.2993000000000066e-07,
3e-06,5e-07,8,5,0.8,0.7677456743926069,0.11773172515376223,0.34128595063304423,0.00140115035,3.296400000000005e-07,0.003994984433333333
2e-07,4e-08,4,8,0.4,0.7676983008345246,-0.06659577540101447,0.5665957754010145,4.29757e-08,0.0004481838221,
2e-07,3e-08,4,8,0.4,0.7676983008345246,-0.06659577540101447,0.5665957754010145,4.29757e-08,0.0004481838221,
1e-07,3e-08,1,6,0.1,0.7675253353989152,0.001765515061561751,0.5982344849384382,2.8434100000000004e-07,8.054297599999999e-05,
1e-07,4e-08,1,6,0.1,0.7675253353989152,0.001765515061561751,0.5982344849384382,2.8434100000000004e-07,8.054297599999999e-05,
1.6e-06,5e-07,1,7,0.5,0.7675188256738839,-0.09135995412603143,0.5526733872807791,2.0327999999999995e-08,6.14709868e-05,-1.4160666666666699e-08
8e-07,2e-07,1,9,0.6,0.7674654169949777,-0.092281958657768,0.5550322985429899,3.9317799999999945e-09,9.180764912e-05,-2.597869999999999e-08
1.6e-06,5e-07,4,4,0.1,0.7674504778045373,0.03824794267191983,0.31632499634205574,0.000245692956,2.136200000000001e-07,0.0005252239066666667
4e-07,5e-07,1,0,0.5,0.76712036931054,0.08921526356681875,0.3401628568290834,3.7795153e-05,4.628100000000041e-08,0.00010701071666666664
3e-06,5e-07,4,7,0.4,0.7670884851527833,-0.09322700995265848,0.5542182982336384,4.31137e-08,0.0004667152221,-1.1812266666666664e-07
2e-07,3e-08,2,7,0.0,0.7670669641014474,0.0044285622134137,0.5955714377865863,3.468699999999996e-07,0.00031081452,
2e-07,4e-08,2,7,0.0,0.7670669641014474,0.0044285622134137,0.5955714377865863,3.468699999999996e-07,0.00031081452,
2.65e-06,1e-06,8,5,0.6,0.7670301182339261,0.1075884957215335,0.3434608629121258,0.000728128791,2.214600000000001e-07,0.0020934822799999996
2.65e-06,1e-06,1,4,0.6,0.7670082679814667,0.07929655405446828,0.3311197663217562,0.000149410691,3.1049799999999934e-07,0.0004049300466666666
1.6e-06,9e-08,2,0,0.1,0.7669803210138003,0.020023949839122535,0.3115156719069409,0.000459716056,2.85643e-07,0.0008574928399999999
3e-06,5e-07,1,0,0.6,0.7669470990571283,0.09855166877989752,0.3463200538411159,0.000234584491,1.0410900000000002e-07,0.0006810271466666665
3e-06,3e-08,4,8,0.4,0.7669197169335649,-0.07643260854133804,0.5781243454419749,4.30738e-08,0.0041509397221,
3e-06,4e-08,4,8,0.4,0.7669197169335649,-0.07643260854133804,0.5781243454419749,4.30738e-08,0.0041509397221,
2e-07,6e-08,2,9,0.3,0.7667983930639006,-0.0868779779011723,0.5598250210009225,8.186599999999997e-08,0.0001373823725,-5.890100000000013e-08
1e-07,5e-07,4,1,0.6,0.7667851873809934,0.07648228723663536,0.3323950622657628,4.8247061e-05,1.1859099999999957e-07,0.00013138994666666665
1e-07,6e-08,2,5,0.8,0.7667718425816435,0.06433082100387225,0.24784232099226952,0.00015469285,4.389000000000002e-07,0.0003014142666666666
1.6e-06,6e-08,1,7,0.1,0.7666397666278075,-0.03707059440168148,0.5795504843089505,2.0936400000000002e-07,0.000743094256,-3.3317766666666656e-06
1.6e-06,5e-07,1,4,0.2,0.7665939676736983,0.06812727249257072,0.32208927490202455,0.00011325596,5.297799999999999e-08,0.00027574125999999997
1e-07,6e-08,2,5,0.9,0.766593027977428,0.0728256876664779,0.23690998606873742,0.00015815242,5.98019999999998e-07,0.00030575406666666664
4e-07,3e-08,1,9,0.7,0.7665339167877697,-0.08358455331050413,0.5539062918404921,5.0002699999999985e-09,0.00013300613869,
4e-07,4e-08,1,9,0.7,0.7665339167877697,-0.08358455331050413,0.5539062918404921,5.0002699999999985e-09,0.00013300613869,
4e-07,3e-08,4,7,0.0,0.766487160650812,0.005946587397278047,0.5940534126027219,3.707499999999998e-07,0.00112514692,
4e-07,4e-08,4,7,0.0,0.766487160650812,0.005946587397278047,0.5940534126027219,3.707499999999998e-07,0.00112514692,
1.6e-06,3e-08,4,5,0.5,0.7664862322508792,0.04437714280122629,0.3027389527479415,0.002633738683,2.118040000000004e-07,
1.6e-06,4e-08,4,5,0.5,0.7664862322508792,0.04437714280122629,0.3027389527479415,0.002633738683,2.118040000000004e-07,
3e-06,5e-07,4,7,0.2,0.7663944609326676,-0.09334934054843286,0.5540707464660681,1.4867110000000004e-07,0.0004716034265999,-1.259089999999998e-07
1.6e-06,4e-08,8,2,0.3,0.7663781808366943,0.05502057098330149,0.30143627998848577,0.00393351575,1.0025800000000025e-07,
1.6e-06,3e-08,8,2,0.3,0.7663781808366943,0.05502057098330149,0.30143627998848577,0.00393351575,1.0025800000000025e-07,
1.6e-06,2e-07,1,7,0.6,0.7663690431187733,-0.09149154605678389,0.5635088174139384,5.065249999999993e-09,0.00021266829912,-8.881400000000002e-08
4e-07,6e-08,4,1,0.7,0.7663025375774183,0.074606352916744,0.3152054092597922,0.000781866892,2.01841e-07,0.0017926855166666665
4e-07,9e-08,1,8,0.3,0.7661180897456876,-0.07767058884443395,0.5613215612736668,8.421270000000005e-08,0.0001142703725,-5.304566666666649e-08
2e-07,4e-08,4,8,0.5,0.766115680209391,-0.06469585058014782,0.5646958505801478,1.8989100000000004e-08,0.0004218498768,
2e-07,3e-08,4,8,0.5,0.766115680209391,-0.06469585058014782,0.5646958505801478,1.8989100000000004e-08,0.0004218498768,
3e-06,3e-08,4,9,0.3,0.7660649117091749,-0.09069232313580683,0.5669144839453032,8.219529999999999e-08,0.0034744018725,
3e-06,4e-08,4,9,0.3,0.7660649117091749,-0.09069232313580683,0.5669144839453032,8.219529999999999e-08,0.0034744018725,
2e-07,4e-08,2,7,0.8,0.7659582815883268,-0.019283067795445308,0.5862334367761912,1.011641e-08,0.0001060292798,
2e-07,3e-08,2,7,0.8,0.7659582815883268,-0.019283067795445308,0.5862334367761912,1.011641e-08,0.0001060292798,
2e-07,2e-07,1,8,0.6,0.7658327352133377,-0.08097072747975137,0.5453995667823266,4.3764699999999966e-09,1.998030912e-05,-3.58190000000001e-09
1.6e-06,5e-07,8,9,0.2,0.7657842951179805,-0.09665452984819695,0.5533086538487757,1.4451470000000004e-07,0.0004523716266,-9.679933333333294e-08
2e-07,1e-06,1,4,0.3,0.7655506245101085,0.043650157081761676,0.32296299198839296,1.164396e-05,8.154100000000005e-08,2.9045346666666663e-05
1.6e-06,9e-08,4,0,0.2,0.7655220317952504,0.03594116956227933,0.3132542502279557,0.00139839116,1.4861000000000024e-07,0.0028385555599999995
8e-07,3e-08,2,9,0.8,0.7654744773014532,-0.0892354645646013,0.568121821285434,1.1041420000000001e-08,0.0002702236798,
8e-07,4e-08,2,9,0.8,0.7654744773014532,-0.0892354645646013,0.568121821285434,1.1041420000000001e-08,0.0002702236798,
1.6e-06,5e-07,8,2,0.2,0.7653492959548598,0.10456299216382053,0.33177445820422247,0.00063779726,6.299100000000005e-08,0.0017245462266666663
4e-07,4e-08,1,8,0.8,0.7652492467714699,-0.07459235604431447,0.5745923560443145,1.081374e-08,9.73248798e-05,
4e-07,3e-08,1,8,0.8,0.7652492467714699,-0.07459235604431447,0.5745923560443145,1.081374e-08,9.73248798e-05,
3e-06,6e-08,4,5,0.5,0.7651956658489201,0.0691874166585415,0.3127902794812422,0.003255931683,1.6685800000000018e-07,0.00700050438
1.6e-06,5e-07,1,4,0.7,0.7651481158905484,0.07891934859813426,0.330162003091575,0.000175495092,3.988969999999998e-07,0.00047255788333333326
8e-07,6e-08,1,6,0.5,0.7651108652145417,-0.04332708172551214,0.5791866703442771,2.47254e-08,0.0003541362768,-1.4045066666666667e-06
2e-07,1e-06,4,4,0.5,0.765103129204554,0.05391261201728492,0.32690215043893184,5.2779113e-05,2.69572e-07,0.0001383900133333333
3e-06,5e-07,8,2,0.2,0.7650762691734864,0.10947209960074988,0.33031469867476093,0.00100075016,6.10480000000004e-08,0.002677758226666666
8e-07,6e-08,1,5,0.2,0.7650280233086479,0.04993093683712335,0.31050291704844113,0.00029010216,7.688900000000039e-08,0.0005825978933333333
2e-07,5e-07,4,9,0.6,0.7650142226718339,-0.08543563739864929,0.5449603015301896,3.753400000000002e-09,2.198035912e-05,-3.4058666666666563e-09
3e-06,4e-08,8,7,0.1,0.765011358734152,0.0,0.6,2.125469999999999e-07,0.008503173556,
3e-06,3e-08,8,7,0.1,0.765011358734152,0.0,0.6,2.125469999999999e-07,0.008503173556,
3e-06,9e-08,1,0,0.1,0.7649013340854678,0.020453723187799977,0.3120641978987267,0.000440655456,2.792860000000001e-07,0.00083160284
8e-07,4e-08,8,8,0.3,0.7648861611843534,-0.06474186263360049,0.5757831554805211,8.425479999999997e-08,0.0028643968725,
8e-07,3e-08,8,8,0.3,0.7648861611843534,-0.06474186263360049,0.5757831554805211,8.425479999999997e-08,0.0028643968725,
8e-07,2e-07,1,1,0.5,0.7648441333559174,0.09236078884248183,0.33390763475782753,0.000153786283,1.3098100000000066e-07,0.00042330084666666656
4e-07,6e-08,4,1,0.8,0.7648286375787349,0.0693828605927787,0.31477267454441754,0.00079989555,2.6131000000000106e-07,0.0018242097666666662
3e-06,3e-08,4,1,0.3,0.7648129548558795,0.09504864479331943,0.31700917271621093,0.00309485975,1.9145000000000136e-08,
3e-06,4e-08,4,1,0.3,0.7648129548558795,0.09504864479331943,0.31700917271621093,0.00309485975,1.9145000000000136e-08,
2e-07,4e-08,1,1,0.8,0.7646843382488142,0.04798072376624185,0.31031793186163026,0.00012291365,1.352400000000011e-07,
2e-07,3e-08,1,1,0.8,0.7646843382488142,0.04798072376624185,0.31031793186163026,0.00012291365,1.352400000000011e-07,
1e-07,5e-07,8,9,0.6,0.7646133309716032,-0.07373274828775678,0.5343187808415774,4.021550000000003e-09,2.216904912e-05,-2.7136999999999535e-09
1e-07,4e-08,1,1,0.7,0.7645731282208305,0.03665948941984787,0.30178062837029485,6.7243802e-05,1.0564600000000032e-07,
1e-07,3e-08,1,1,0.7,0.7645731282208305,0.03665948941984787,0.30178062837029485,6.7243802e-05,1.0564600000000032e-07,
4e-07,3e-08,1,8,0.7,0.7645292499787676,-0.06888851581291877,0.5688885158129188,4.5842100000000015e-09,0.00016234763869,
4e-07,4e-08,1,8,0.7,0.7645292499787676,-0.06888851581291877,0.5688885158129188,4.5842100000000015e-09,0.00016234763869,
8e-07,3e-08,1,5,0.5,0.7645001166791711,0.036022000889394834,0.3020407480708112,0.000473321483,2.1250100000000045e-07,
8e-07,4e-08,1,5,0.5,0.7645001166791711,0.036022000889394834,0.3020407480708112,0.000473321483,2.1250100000000045e-07,
2e-07,5e-07,8,1,0.7,0.7644565159808926,0.08391449114224486,0.33837893518269385,0.000151494092,1.8328699999999986e-07,0.00042647644999999995
2e-07,4e-08,2,8,0.2,0.7644170491975916,-0.04335286562296936,0.5724573829294066,1.5038730000000006e-07,0.0002391839266,
2e-07,3e-08,2,8,0.2,0.7644170491975916,-0.04335286562296936,0.5724573829294066,1.5038730000000006e-07,0.0002391839266,
4e-07,3e-08,2,9,0.7,0.7642101487014563,-0.08524195042158472,0.555563564341472,5.338199999999999e-09,0.00024575123869,
4e-07,4e-08,2,9,0.7,0.7642101487014563,-0.08524195042158472,0.555563564341472,5.338199999999999e-09,0.00024575123869,
8e-07,3e-08,1,5,0.8,0.7642017624751142,0.016136909532112442,0.3,0.00051899015,4.222599999999999e-07,
8e-07,4e-08,1,5,0.8,0.7642017624751142,0.016136909532112442,0.3,0.00051899015,4.222599999999999e-07,
8e-07,5e-07,2,2,0.3,0.7641537224881526,0.1011657655903232,0.3398411155926084,0.00011635355,7.36180000000001e-08,0.0003294524933333333
1.6e-06,5e-07,8,5,0.7,0.7641210684130253,0.11231475525978818,0.3428562175473626,0.000890233392,2.920250000000008e-07,0.002553908516666666
3e-06,5e-07,4,8,0.2,0.7640659317999571,-0.09236885945905676,0.5536530169007348,1.4777319999999997e-07,0.0004595963265999,-1.1292800000000016e-07
1e-07,4e-08,2,8,0.1,0.7639546852892519,-0.010924816122525494,0.5728807522875444,1.905920000000001e-07,0.000124325556,
1e-07,3e-08,2,8,0.1,0.7639546852892519,-0.010924816122525494,0.5728807522875444,1.905920000000001e-07,0.000124325556,
8e-07,3e-08,1,5,0.4,0.7639292507152153,0.04010307540319741,0.3040374669251095,0.00044501855,1.3266699999999974e-07,
8e-07,4e-08,1,5,0.4,0.7639292507152153,0.04010307540319741,0.3040374669251095,0.00044501855,1.3266699999999974e-07,
4e-07,3e-08,1,1,0.9,0.7638830495121659,0.06056058808066911,0.3126545457047357,0.00023704732,2.145700000000009e-07,
4e-07,4e-08,1,1,0.9,0.7638830495121659,0.06056058808066911,0.3126545457047357,0.00023704732,2.145700000000009e-07,
1.6e-06,9e-08,8,5,0.2,0.7638628265923937,0.08538094796370266,0.3106357907121823,0.00162162716,8.773200000000027e-08,0.00285561156
4e-07,3e-08,1,2,0.8,0.7637769876504492,0.008103317553347145,0.3,0.00028188125,4.412100000000008e-07,
4e-07,4e-08,1,2,0.8,0.7637769876504492,0.008103317553347145,0.3,0.00028188125,4.412100000000008e-07,
8e-07,9e-08,1,5,0.2,0.7637438350079969,0.0664336570950777,0.31368924676179166,0.00022961856,7.574800000000002e-08,0.0004900980933333333
2e-07,4e-08,1,1,0.7,0.7636883777519763,0.05259017153663037,0.31138331498658733,0.000120296692,1.2791699999999994e-07,
2e-07,3e-08,1,1,0.7,0.7636883777519763,0.05259017153663037,0.31138331498658733,0.000120296692,1.2791699999999994e-07,
1.6e-06,5e-07,1,8,0.6,0.7636696101895516,-0.09207895861451332,0.5572171440455231,3.9174899999999995e-09,5.732692912e-05,-1.762289999999997e-08
1.6e-06,3e-08,8,2,0.4,0.7636147153504459,0.052319396819244746,0.3015509801521474,0.00480938095,1.998889999999999e-07,
1.6e-06,4e-08,8,2,0.4,0.7636147153504459,0.052319396819244746,0.3015509801521474,0.00480938095,1.998889999999999e-07,
8e-07,3e-08,1,5,0.7,0.7634266149199819,0.023458394738711363,0.3,0.000506471892,3.26057e-07,
8e-07,4e-08,1,5,0.7,0.7634266149199819,0.023458394738711363,0.3,0.000506471892,3.26057e-07,
4e-07,3e-08,1,1,0.4,0.7631466655954474,0.08221174047143198,0.31778825952856804,0.00019984185,6.117799999999977e-08,
4e-07,4e-08,1,1,0.4,0.7631466655954474,0.08221174047143198,0.31778825952856804,0.00019984185,6.117799999999977e-08,
2e-07,3e-08,4,8,0.3,0.7630160424854581,-0.05963102316844582,0.5684539224077628,8.48604e-08,0.0004690862725,
2e-07,4e-08,4,8,0.3,0.7630160424854581,-0.05963102316844582,0.5684539224077628,8.48604e-08,0.0004690862725,
2e-07,6e-08,1,0,0.2,0.7629868602641372,-0.0032907151372389976,0.31161757333699636,8.532813999999999e-05,1.7025700000000017e-07,0.00016755505999999995
4e-07,3e-08,1,7,0.8,0.7629738478688483,-0.019917348978153337,0.5863239281139793,1.046896e-08,0.0001074252797999,
4e-07,4e-08,1,7,0.8,0.7629738478688483,-0.019917348978153337,0.5863239281139793,1.046896e-08,0.0001074252797999,
4e-07,3e-08,1,7,0.4,0.7628892910933784,-0.003842664147396757,0.5885918587709542,4.58453e-08,0.0002695760221,
4e-07,4e-08,1,7,0.4,0.7628892910933784,-0.003842664147396757,0.5885918587709542,4.58453e-08,0.0002695760221,
1.6e-06,6e-08,4,9,0.2,0.7628862457622394,-0.0926749928020612,0.5679199457910724,1.4482380000000004e-07,0.0018831667266,-1.7100043333333332e-06
4e-07,9e-08,4,8,0.1,0.7627879908408863,-0.0776272926241261,0.5634367682051631,1.9393900000000005e-07,0.000442820356,-2.1114999999999993e-07
1.6e-06,1e-06,8,5,0.5,0.7627471806292903,0.10228245280719672,0.3441308180515701,0.000472997683,1.7847300000000038e-07,0.0013629835133333332
1.6e-06,4e-08,4,5,0.6,0.7627315114955475,0.039269424187193036,0.3008624737600339,0.002791762991,2.7744999999999935e-07,
1.6e-06,3e-08,4,5,0.6,0.7627315114955475,0.039269424187193036,0.3008624737600339,0.002791762991,2.7744999999999935e-07,
1.6e-06,6e-08,8,5,0.7,0.7627306695694189,0.05494914599110545,0.31119597384276854,0.004075632192,3.0213599999999934e-07,0.008776748183333332
8e-07,2e-07,1,8,0.4,0.7626978203645678,-0.09131837816013583,0.5565114456528238,4.257590000000001e-08,0.0001097790220999,-3.3832333333333304e-08
1.6e-06,3e-08,8,1,0.2,0.7626376495901404,0.09249016156143774,0.31304893533227407,0.00240431016,9.399300000000009e-08,
1.6e-06,4e-08,8,1,0.2,0.7626376495901404,0.09249016156143774,0.31304893533227407,0.00240431016,9.399300000000009e-08,
8e-07,6e-08,1,2,0.9,0.7623631825989867,0.03697335063630841,0.3109043282433045,0.00048863702,6.808999999999989e-07,0.0010582066333333334
1e-07,3e-08,4,9,0.1,0.7623052319539985,-0.07395879053192073,0.5672138057959192,1.8928200000000001e-07,0.000212261756,
1e-07,4e-08,4,9,0.1,0.7623052319539985,-0.07395879053192073,0.5672138057959192,1.8928200000000001e-07,0.000212261756,
2e-07,6e-08,4,8,0.2,0.7622329428769623,-0.07503177545892908,0.5693548104182075,1.5086399999999997e-07,0.0003253626266,-3.578716666666663e-07
1e-07,3e-08,1,1,0.6,0.7621661549821358,0.038916546047487566,0.3039552753011512,6.532918099999999e-05,1.0279300000000013e-07,
1e-07,4e-08,1,1,0.6,0.7621661549821358,0.038916546047487566,0.3039552753011512,6.532918099999999e-05,1.0279300000000013e-07,
3e-06,4e-08,2,2,0.2,0.7620665004018433,0.050854324184755495,0.30600359811005423,0.00168820016,5.904000000000006e-08,
3e-06,3e-08,2,2,0.2,0.7620665004018433,0.050854324184755495,0.30600359811005423,0.00168820016,5.904000000000006e-08,
1e-07,6e-08,1,5,0.1,0.7619998123135625,0.06907631695610486,0.2371397137328173,2.8430206e-05,2.1756100000000002e-07,4.5822194999999996e-05
2e-07,3e-08,2,8,0.1,0.761994224486814,-0.029017342930104273,0.5746250136304211,1.952240000000001e-07,0.000247372256,
2e-07,4e-08,2,8,0.1,0.761994224486814,-0.029017342930104273,0.5746250136304211,1.952240000000001e-07,0.000247372256,
1.6e-06,9e-08,1,7,0.6,0.7618071386877158,-0.08264049178642552,0.5735947788372495,5.122870000000004e-09,0.00046987269912,-5.446515999999998e-07
1.6e-06,9e-08,1,8,0.8,0.7616548481601293,-0.08470514727591699,0.5796599333971723,1.108214e-08,0.0002164727798,-2.503544333333333e-07
1.6e-06,3e-08,8,9,0.5,0.7613582172773108,-0.09852801360178137,0.5685069876747912,1.7374000000000007e-08,0.0032813351768,
1.6e-06,4e-08,8,9,0.5,0.7613582172773108,-0.09852801360178137,0.5685069876747912,1.7374000000000007e-08,0.0032813351768,
1.6e-06,2e-07,1,8,0.6,0.761299356539856,-0.09269481683657266,0.5611975583287135,4.287789999999998e-09,0.00020191409912,-7.877423333333333e-08
2e-07,1e-06,8,4,0.8,0.7609748707566067,0.05588150452258345,0.3269084872516771,0.00011064355,5.647700000000014e-07,0.0002904143
3e-06,5e-07,4,9,0.2,0.7609605350038338,-0.0967871350665725,0.5535845145205739,1.4378180000000005e-07,0.0004479379266,-1.0663299999999996e-07
1e-07,5e-07,1,4,0.4,0.7608192034717911,0.02852858488611082,0.3209781259970001,1.54554e-05,1.7447100000000005e-07,3.8060546666666665e-05
1e-07,3e-08,8,7,0.0,0.760816463312117,0.0033866807447154867,0.5966133192552845,2.6081e-07,0.00067549782,
1e-07,4e-08,8,7,0.0,0.760816463312117,0.0033866807447154867,0.5966133192552845,2.6081e-07,0.00067549782,
2e-07,5e-07,8,4,0.2,0.7608164347262141,0.026057617191704685,0.3169094090205384,0.0001313192599999,5.261300000000029e-08,0.00029738542666633323
3e-06,9e-08,8,2,0.2,0.7606931524790033,0.09038725393160457,0.3111019848535303,0.00286354516,4.8932000000000123e-08,0.0051096905599999996
2.65e-06,1e-06,8,8,0.4,0.7606565961287511,-0.09272095489932441,0.5539616357942551,4.23961e-08,0.0002984611221,-7.659033333333341e-08
1e-07,4e-08,1,7,0.5,0.7606014307688944,-0.005724766616545862,0.5852127996970877,2.2030200000000004e-08,6.76560468e-05,
1e-07,3e-08,1,7,0.5,0.7606014307688944,-0.005724766616545862,0.5852127996970877,2.2030200000000004e-08,6.76560468e-05,
8e-07,1e-06,4,0,0.7,0.7604866114028113,0.08601058368912101,0.3464446314894986,0.000130850192,7.20689999999999e-08,0.00038001934999999995
8e-07,1e-06,8,6,0.5,0.7602873846896512,-0.085799209977171,0.5499567556277992,2.38783e-08,8.37873268e-05,-1.7398333333333374e-08
2e-07,3e-08,4,8,0.2,0.7602062382006392,-0.04134630746834622,0.570450653398746,1.488031e-07,0.0004868424266,
2e-07,4e-08,4,8,0.2,0.7602062382006392,-0.04134630746834622,0.570450653398746,1.488031e-07,0.0004868424266,
1.6e-06,2e-07,1,1,0.5,0.7601745222645219,0.09519316097576114,0.3384175988683406,0.000281881883,1.7093800000000012e-07,0.0007938251466666665
1e-07,3e-08,8,6,0.3,0.7601178955799388,0.005647183177144188,0.5943528168228558,1.0161919999999996e-07,0.0006408103724999,
1e-07,4e-08,8,6,0.3,0.7601178955799388,0.005647183177144188,0.5943528168228558,1.0161919999999996e-07,0.0006408103724999,
8e-07,4e-08,2,8,0.7,0.760101671042897,-0.07145232010741231,0.5714523201074123,4.79264e-09,0.00056359543869,
8e-07,3e-08,2,8,0.7,0.760101671042897,-0.07145232010741231,0.5714523201074123,4.79264e-09,0.00056359543869,
8e-07,3e-08,4,8,0.0,0.7599498424760881,-0.019807936907714097,0.5797605658515851,4.978600000000014e-07,0.00178647092,
